SAP2000 v14.0.0    3/26/21 14:49:30

Table:  Element Forces - Frames

       Frame     Station  OutputCase    CaseType           P          V2          V3           T          M2          M3   FrameElem ElemStation
                      mm                                   N           N           N        N-mm        N-mm        N-mm                      mm

         140     4000.00       WINDX   LinStatic        0.00    11524.84        0.00   1.327E-06  -2.583E-20 -11785421.2       140-2     2000.00
         140     4000.00       WINDX   LinStatic        0.00    11524.84        0.00   8.776E-06  -5.421E-20 -11785421.2       140-3        0.00
         140     4250.00       WINDX   LinStatic        0.00    11524.84        0.00   8.776E-06  -4.759E-20 -14666632.4       140-3      250.00
         140     4750.00       WINDX   LinStatic        0.00    11524.84        0.00   8.776E-06  -3.436E-20 -20429054.9       140-3      750.00
         140     5250.00       WINDX   LinStatic        0.00    11524.84        0.00   8.776E-06  -2.112E-20 -26191477.3       140-3     1250.00
         140     5750.00       WINDX   LinStatic        0.00    11524.84        0.00   8.776E-06        0.00  -31953900.       140-3     1750.00
         140      250.00       WINDY   LinStatic        0.00    -1029.68  -1.455E-11  3746330.92   1.854E-08 -1101951.54       140-1      250.00
         140      750.00       WINDY   LinStatic        0.00    -1029.68  -1.455E-11  3746330.92   2.582E-08  -587110.64       140-1      750.00
         140     1250.00       WINDY   LinStatic        0.00    -1029.68  -1.455E-11  3746330.92   3.309E-08   -72269.74       140-1     1250.00
         140     1750.00       WINDY   LinStatic        0.00    -1029.68  -1.455E-11  3746330.92   4.037E-08   442571.16       140-1     1750.00
         140     2000.00       WINDY   LinStatic        0.00    -1029.68  -1.455E-11  3746330.92   4.400E-08   699991.61       140-1     2000.00
         140     2000.00       WINDY   LinStatic        0.00       -7.44  -1.455E-11    -2494.63   1.490E-08   656618.47       140-2        0.00
         140     2250.00       WINDY   LinStatic        0.00       -7.44  -1.455E-11    -2494.63   1.854E-08   658477.25       140-2      250.00
         140     2750.00       WINDY   LinStatic        0.00       -7.44  -1.455E-11    -2494.63   2.582E-08   662194.80       140-2      750.00
         140     3250.00       WINDY   LinStatic        0.00       -7.44  -1.455E-11    -2494.63   3.309E-08   665912.35       140-2     1250.00
         140     3750.00       WINDY   LinStatic        0.00       -7.44  -1.455E-11    -2494.63   4.037E-08   669629.91       140-2     1750.00
         140     4000.00       WINDY   LinStatic        0.00       -7.44  -1.455E-11    -2494.63   4.400E-08   671488.68       140-2     2000.00
         140     4000.00       WINDY   LinStatic        0.00     1019.65        0.00 -3767141.53   1.490E-08   715561.23       140-3        0.00
         140     4250.00       WINDY   LinStatic        0.00     1019.65        0.00 -3767141.53   1.490E-08   460649.64       140-3      250.00
         140     4750.00       WINDY   LinStatic        0.00     1019.65        0.00 -3767141.53   1.490E-08   -49173.53       140-3      750.00
         140     5250.00       WINDY   LinStatic        0.00     1019.65        0.00 -3767141.53   1.490E-08  -558996.70       140-3     1250.00
         140     5750.00       WINDY   LinStatic        0.00     1019.65        0.00 -3767141.53   1.490E-08 -1068819.87       140-3     1750.00
         141        0.00        DEAD   LinStatic        0.00   -31379.93        0.00 -1646951.52        0.00 -10188057.7       141-1        0.00
         141      545.45        DEAD   LinStatic        0.00   -28469.38        0.00 -1646951.52        0.00  6305615.02       141-1      545.45
         141     1090.91        DEAD   LinStatic        0.00   -21846.18        0.00 -1646951.52        0.00 20186499.24       141-1     1090.91
         141     1636.36        DEAD   LinStatic        0.00   -13915.71        0.00 -1646951.52        0.00 29939742.96       141-1     1636.36
         141     2181.82        DEAD   LinStatic        0.00    -5985.24        0.00 -1646951.52        0.00 35367274.33       141-1     2181.82
         141     2727.27        DEAD   LinStatic        0.00     1945.23        0.00 -1646951.52        0.00 36469093.33       141-1     2727.27
         141     3272.73        DEAD   LinStatic        0.00     9875.71        0.00 -1646951.52        0.00 33245199.97       141-1     3272.73
         141     3818.18        DEAD   LinStatic        0.00    17806.18        0.00 -1646951.52        0.00 25695594.26       141-1     3818.18
         141     4363.64        DEAD   LinStatic        0.00    25736.65        0.00 -1646951.52        0.00 13820276.18       141-1     4363.64
         141     4909.09        DEAD   LinStatic        0.00    33667.13        0.00 -1646951.52        0.00 -2380754.25       141-1     4909.09
         141     5454.55        DEAD   LinStatic        0.00    40290.32        0.00 -1646951.52        0.00 -22709425.3       141-1     5454.55
         141     6000.00        DEAD   LinStatic        0.00    43200.87        0.00 -1646951.52        0.00  -45650885.       141-1     6000.00
         141        0.00        LIVE   LinStatic        0.00    -8386.71        0.00  -451675.35        0.00 -2787335.49       141-1        0.00
         141      545.45        LIVE   LinStatic        0.00    -7791.67        0.00  -451675.35        0.00  1679046.92       141-1      545.45
         141     1090.91        LIVE   LinStatic        0.00    -6023.08        0.00  -451675.35        0.00  5496794.36       141-1     1090.91
         141     1636.36        LIVE   LinStatic        0.00    -3841.26        0.00  -451675.35        0.00  8187068.79       141-1     1636.36
         141     2181.82        LIVE   LinStatic        0.00    -1659.44        0.00  -451675.35        0.00  9687260.57       141-1     2181.82
         141     2727.27        LIVE   LinStatic        0.00      522.38        0.00  -451675.35        0.00  9997369.71       141-1     2727.27
         141     3272.73        LIVE   LinStatic        0.00     2704.19        0.00  -451675.35        0.00  9117396.21       141-1     3272.73
         141     3818.18        LIVE   LinStatic        0.00     4886.01        0.00  -451675.35        0.00  7047340.06       141-1     3818.18
         141     4363.64        LIVE   LinStatic        0.00     7067.83        0.00  -451675.35        0.00  3787201.26       141-1     4363.64
         141     4909.09        LIVE   LinStatic        0.00     9249.65        0.00  -451675.35        0.00  -663020.17       141-1     4909.09
         141     5454.55        LIVE   LinStatic        0.00    11018.24        0.00  -451675.35        0.00 -6240714.65       141-1     5454.55
         141     6000.00        LIVE   LinStatic        0.00    11613.28        0.00  -451675.35        0.00 -12467044.2       141-1     6000.00
         141        0.00       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -1.863E-09   5.141E-06       141-1        0.00
         141      545.45       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -2.359E-09   4.386E-06       141-1      545.45
         141     1090.91       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -2.855E-09   3.631E-06       141-1     1090.91
         141     1636.36       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -3.351E-09   2.876E-06       141-1     1636.36
         141     2181.82       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -3.847E-09   2.121E-06       141-1     2181.82
         141     2727.27       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -4.343E-09   1.366E-06       141-1     2727.27
         141     3272.73       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -4.839E-09   6.103E-07       141-1     3272.73
         141     3818.18       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -5.335E-09  -1.448E-07       141-1     3818.18
         141     4363.64       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -5.831E-09  -9.000E-07       141-1     4363.64
         141     4909.09       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -6.327E-09  -1.655E-06       141-1     4909.09
         141     5454.55       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -6.824E-09  -2.410E-06       141-1     5454.55
         141     6000.00       WINDX   LinStatic        0.00   1.384E-09   9.095E-13  -7.317E-07  -7.320E-09  -3.166E-06       141-1     6000.00
         141        0.00       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00 -3748825.54       141-1        0.00
         141      545.45       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00 -3191236.44       141-1      545.45
         141     1090.91       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00 -2633647.33       141-1     1090.91
         141     1636.36       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00 -2076058.22       141-1     1636.36
         141     2181.82       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00 -1518469.12       141-1     2181.82
         141     2727.27       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00  -960880.01       141-1     2727.27
         141     3272.73       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00  -403290.90       141-1     3272.73
         141     3818.18       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00   154298.20       141-1     3818.18
         141     4363.64       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00   711887.31       141-1     4363.64
         141     4909.09       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00  1269476.42       141-1     4909.09
         141     5454.55       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00  1827065.52       141-1     5454.55
         141     6000.00       WINDY   LinStatic        0.00    -1022.25        0.00    43373.13        0.00  2384654.63       141-1     6000.00
         142        0.00        DEAD   LinStatic        0.00   -31377.46        0.00  1726478.20        0.00 -10235236.7       142-1        0.00
         142      545.45        DEAD   LinStatic        0.00   -28466.92        0.00  1726478.20        0.00  6257092.36       142-1      545.45
         142     1090.91        DEAD   LinStatic        0.00   -21843.72        0.00  1726478.20        0.00 20136632.88       142-1     1090.91
         142     1636.36        DEAD   LinStatic        0.00   -13913.25        0.00  1726478.20        0.00 29888532.90       142-1     1636.36
         142     2181.82        DEAD   LinStatic        0.00    -5982.77        0.00  1726478.20        0.00 35314720.56       142-1     2181.82
         142     2727.27        DEAD   LinStatic        0.00     1947.70        0.00  1726478.20        0.00 36415195.86       142-1     2727.27
         142     3272.73        DEAD   LinStatic        0.00     9878.17        0.00  1726478.20        0.00 33189958.80       142-1     3272.73
         142     3818.18        DEAD   LinStatic        0.00    17808.64        0.00  1726478.20        0.00 25639009.38       142-1     3818.18
         142     4363.64        DEAD   LinStatic        0.00    25739.12        0.00  1726478.20        0.00 13762347.61       142-1     4363.64
         142     4909.09        DEAD   LinStatic        0.00    33669.59        0.00  1726478.20        0.00 -2440026.52       142-1     4909.09
         142     5454.55        DEAD   LinStatic        0.00    40292.79        0.00  1726478.20        0.00 -22770041.3       142-1     5454.55
         142     6000.00        DEAD   LinStatic        0.00    43203.33        0.00  1726478.20        0.00  -45712845.       142-1     6000.00
         142        0.00        LIVE   LinStatic        0.00    -8386.10        0.00   474899.46        0.00 -2801827.85       142-1        0.00
